nr	Author	IMR-Sage	REMP-Staatsdrukkerij	IM-Wiley	Dutch_Government	ICEM	REMP	Overlap_IMR_IM
1551	Mines, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1552	Ministry Of Labour Japan	0.00	0.00	1.00	0.00	0.00	0.00	0
1553	Mirdal, G	1.00	0.00	1.00	0.00	0.00	0.00	1
1554	Mishler, W	0.00	0.00	1.00	0.00	0.00	0.00	0
1555	Mishra, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1556	Mishra, V	1.00	0.00	0.00	0.00	0.00	0.00	0
1557	Mitchell, C	3.00	0.00	0.00	0.00	0.00	0.00	0
1558	Mitchell, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1559	Mitchell, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1560	Mitra, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1561	Mittelberg, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1562	Miyakawa, T	2.00	0.00	0.00	0.00	0.00	0.00	0
1563	Model, S	3.00	0.00	0.00	0.00	0.00	0.00	0
1564	Modell, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1565	Moggio, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1566	Mohl, R	2.00	0.00	0.00	0.00	0.00	0.00	0
1567	Mok, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1568	Mokreale, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1569	Mol, J	0.00	3.00	2.00	0.00	0.00	0.00	0
1570	Moldofsky, N	0.00	0.00	2.00	0.00	0.00	0.00	0
1571	Moles, R	0.00	0.00	1.00	0.00	0.00	0.00	0
1572	Molesky-Poz, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1573	Moncarz, R	1.00	1.00	8.00	0.00	0.00	0.00	1
1574	Moncarz-Percal, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1575	Mondello, S	3.00	0.00	0.00	0.00	0.00	0.00	0
1576	Mondschean, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1577	Monroe, J	0.00	0.00	1.00	0.00	0.00	0.00	0
1578	Montero, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1579	Montgomery, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1580	Montgomery, R	0.00	0.00	2.00	0.00	0.00	0.00	0
1581	Monticelli, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1582	Moore, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1583	Moore, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1584	Moore, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1585	Moore, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1586	Morales, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1587	Morales, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1588	Moran, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1589	Morena, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1590	Moreno, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1591	Moretti, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1592	Morgan, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1593	Moritsugu, J	3.00	0.00	0.00	0.00	0.00	0.00	0
1594	Moriyama, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1595	Mormino, G	2.00	0.00	0.00	0.00	0.00	0.00	0
1596	Moro, O	0.00	0.00	2.00	0.00	0.00	0.00	0
1597	Morokvasic, M	2.00	0.00	1.00	0.00	0.00	0.00	1
1598	Morris, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1599	Morris, R	2.00	0.00	0.00	0.00	0.00	0.00	0
1600	Morrison, R	2.00	0.00	0.00	0.00	0.00	0.00	0
1601	Morrison, T	2.00	0.00	0.00	0.00	0.00	0.00	0
1602	Morse, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1603	Mortimer, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1604	Morton, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1605	Moulaert, F	0.00	0.00	1.00	0.00	0.00	0.00	0
1606	Moulier-Boutang, Y	2.00	0.00	0.00	0.00	0.00	0.00	0
1607	Mozo, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1608	Mueller, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1609	Mughini, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1610	Muhlin, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1611	Muir, J	0.00	0.00	1.00	0.00	0.00	0.00	0
1612	Mulas, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1613	Mulhare, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1614	Mullan, B	1.00	0.00	2.00	0.00	0.00	0.00	1
1615	Muller, K	0.00	1.00	0.00	0.00	0.00	0.00	0
1616	Munch, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1617	Mundigo, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1618	Muniz, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1619	Munscher, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1620	Munz, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1621	Murphy, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1622	Murphy, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1623	Murray, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1624	Muschkin, C	1.00	0.00	2.00	0.00	0.00	0.00	1
1625	Muto, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1626	Muus, P	0.00	0.00	1.00	0.00	0.00	0.00	0
1627	Myers, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1628	Myers, G	8.00	0.00	2.00	0.00	0.00	0.00	1
1629	Nackerud, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1630	Nadel, S	2.00	0.00	0.00	0.00	0.00	0.00	0
1631	Nafziger, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1632	Nagata, J	3.00	0.00	0.00	0.00	0.00	0.00	0
1633	Nagayama, T	0.00	0.00	2.00	0.00	0.00	0.00	0
1634	Nagler, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1635	Nair, P	0.00	0.00	1.00	0.00	0.00	0.00	0
1636	Nairn, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1637	Nakamura, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1638	Nandi, P	2.00	0.00	0.00	0.00	0.00	0.00	0
1639	Narain, V	0.00	0.00	1.00	0.00	0.00	0.00	0
1640	Nash, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1641	Nauck, B	0.00	0.00	2.00	0.00	0.00	0.00	0
1642	Nault, F	0.00	0.00	1.00	0.00	0.00	0.00	0
1643	Nava, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1644	Nazzaro, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1645	Neal, L	2.00	0.00	0.00	0.00	0.00	0.00	0
1646	Nee, V	1.00	0.00	0.00	0.00	0.00	0.00	0
1647	Neils, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1648	Neiva, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1649	Nelkin, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1650	Nelli, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1651	Nelson, V	1.00	0.00	0.00	0.00	0.00	0.00	0
1652	Neo, L	0.00	0.00	1.00	0.00	0.00	0.00	0
1653	Neuman, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1654	Neumann, B	0.00	1.00	0.00	0.00	0.00	0.00	0
1655	Neuwirth, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1656	Newbold, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1657	Newman, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1658	Ng, E	0.00	0.00	1.00	0.00	0.00	0.00	0
1659	Ngo, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1660	Nguyen, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1661	Nicholas, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1662	Nichols, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1663	Nickel, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1664	Niessen, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1665	Nigem, E	2.00	0.00	0.00	0.00	0.00	0.00	0
1666	Nixon, J	0.00	2.00	0.00	0.00	0.00	1.00	0
1667	Noether, E	5.00	0.00	0.00	0.00	0.00	0.00	0
1668	Nogle, J	1.00	0.00	1.00	0.00	0.00	0.00	1
1669	Nolan, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1670	Noll, G	0.00	0.00	1.00	0.00	0.00	0.00	0
1671	North, D	8.00	0.00	0.00	0.00	0.00	0.00	0
1672	Norton, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1673	Norton, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1674	Noyes, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1675	O'Brien, P	4.00	0.00	0.00	0.00	0.00	0.00	0
1676	O'Grady, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1677	O'Neill, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1678	Obidinski, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1679	Odo, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1680	Odynak, D	0.00	0.00	1.00	0.00	0.00	0.00	0
1681	Oepen, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1682	Ogawa, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1683	Ogelman, N	0.00	0.00	1.00	0.00	0.00	0.00	0
1684	Ogena, N	1.00	0.00	0.00	0.00	0.00	0.00	0
1685	Ogletree, E	2.00	0.00	0.00	0.00	0.00	0.00	0
1686	Oh, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1687	Ohadike, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1688	Ohndorf, W	0.00	0.00	2.00	0.00	0.00	0.00	0
1689	Okoth-Ogendo, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1690	Ollila, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1691	Olschak, B	0.00	0.00	1.00	0.00	0.00	0.00	0
1692	Olshtain-Mann, O	0.00	0.00	1.00	0.00	0.00	0.00	0
1693	Olson, J	4.00	0.00	0.00	0.00	0.00	0.00	0
1694	Olsson, B	0.00	1.00	0.00	0.00	0.00	0.00	0
1695	Olsson, L	2.00	0.00	0.00	0.00	0.00	0.00	0
1696	Ong, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1697	Ongley, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1698	Oommen, T	0.00	0.00	1.00	0.00	0.00	0.00	0
1699	Opdahl, Y	0.00	0.00	1.00	0.00	0.00	0.00	0
1700	Opler, M	2.00	0.00	0.00	0.00	0.00	0.00	0
1701	Orellana, R	0.00	0.00	1.00	0.00	0.00	0.00	0
1702	Orleans, L	0.00	1.00	0.00	0.00	0.00	0.00	0
1703	Orlow, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1704	Ornbrant, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1705	Orr, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1706	Ortiz, I	2.00	0.00	0.00	0.00	0.00	0.00	0
1707	Ortiz, V	3.00	0.00	0.00	0.00	0.00	0.00	0
1708	Ossenberg, R	2.00	0.00	0.00	0.00	0.00	0.00	0
1709	Oucho, J	0.00	0.00	3.00	0.00	0.00	0.00	0
1710	Oudegeest, J	0.00	1.00	0.00	0.00	0.00	1.00	0
1711	Ouedraogo, D	0.00	0.00	1.00	0.00	0.00	0.00	0
1712	Oyeneye, O	1.00	0.00	0.00	0.00	0.00	0.00	0
1713	Ozdowski, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1714	Pachon, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1715	Pacini, M	2.00	0.00	0.00	0.00	0.00	0.00	0
1716	Pagan, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1717	Pahl, D	5.00	0.00	0.00	0.00	0.00	0.00	0
1718	Paikert, G	0.00	1.00	0.00	0.00	0.00	0.00	0
1719	Palazzolo, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1720	Palmer, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1721	Palmer, I	0.00	0.00	1.00	0.00	0.00	0.00	0
1722	Palmgren, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1723	Palmi, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1724	Palsson, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1725	Panayotakopoulou, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1726	Pang, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1727	Papademetriou, D	5.00	0.00	7.00	0.00	0.00	0.00	1
1728	Parai, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1729	Parekh, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1730	Park, I	1.00	0.00	0.00	0.00	0.00	0.00	0
1731	Park, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1732	Parkin, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1733	Parot, J	3.00	0.00	0.00	0.00	0.00	0.00	0
1734	Parrado, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1735	Passaris, C	2.00	0.00	4.00	0.00	0.00	0.00	1
1736	Passel, J	3.00	0.00	0.00	0.00	0.00	0.00	0
1737	Pastor, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1738	Patterson, R	0.00	0.00	1.00	0.00	0.00	0.00	0
1739	Patterson, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1740	Patterson, W	4.00	0.00	0.00	0.00	0.00	0.00	0
1741	Patyn, C	0.00	1.00	0.00	0.00	0.00	0.00	0
1742	Paulson, B	0.00	1.00	0.00	0.00	0.00	0.00	0
1743	Pe-Pua, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1744	Peach, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1745	Peach, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1746	Pearson, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1747	Peck, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1748	Pedersen, P	2.00	0.00	0.00	0.00	0.00	0.00	0
1749	Pedraza-Bailey, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1750	Pedyshyn, O	1.00	0.00	0.00	0.00	0.00	0.00	0
1751	Peil, M	2.00	0.00	0.00	0.00	0.00	0.00	0
1752	Pekin, H	0.00	0.00	4.00	0.00	0.00	0.00	0
1753	Peletier, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1754	Pellegrino, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1755	Peltier, R	0.00	1.00	0.00	0.00	0.00	0.00	0
1756	Pendakur, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1757	Penninx, R	2.00	0.00	2.00	0.00	0.00	0.00	1
1758	Percal, R	0.00	0.00	1.00	0.00	0.00	0.00	0
1759	Pereira, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1760	Pereira, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1761	Perez, L	2.00	0.00	0.00	0.00	0.00	0.00	0
1762	Perez-Itriago, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1763	Perez-Lopez, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1764	Perkins, J	0.00	0.00	1.00	0.00	0.00	0.00	0
1765	Perlmann, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1766	Perlmutter, T	3.00	0.00	0.00	0.00	0.00	0.00	0
1767	Pernia, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1768	Perotti, A	4.00	0.00	1.00	0.00	0.00	0.00	1
1769	Perotti, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1770	Perreault, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1771	Perrigo, L	1.00	0.00	0.00	0.00	0.00	0.00	0
1772	Perruchoud, R	1.00	0.00	2.00	0.00	0.00	0.00	1
1773	Persson, G	0.00	0.00	1.00	0.00	0.00	0.00	0
1774	Perusek, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1775	Pescatello, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1776	Pessar, P	2.00	0.00	0.00	0.00	0.00	0.00	0
1777	Petersen, W	1.00	2.00	0.00	0.00	0.00	0.00	0
1778	Peterson, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1779	Petras, E	3.00	0.00	0.00	0.00	0.00	0.00	0
1780	Petruccelli, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1781	Peura, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1782	Pfeffer, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1783	Phipard, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1784	Phizacklea, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1785	Phua, V	1.00	0.00	0.00	0.00	0.00	0.00	0
1786	Pienkos, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1787	Pilliard, J	0.00	0.00	1.00	0.00	0.00	0.00	0
1788	Pincus, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1789	Pinkney, A	2.00	0.00	0.00	0.00	0.00	0.00	0
1790	Pinto, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1791	Pitti, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1792	Pittin, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1793	Plaut, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1794	Plesur, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1795	Poggie, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1796	Pohjola, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1797	Pohorecky, Z	1.00	0.00	0.00	0.00	0.00	0.00	0
1798	Polinard, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1799	Poll, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1800	Pollis, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1801	Polonsky, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1802	Pongsapich, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1803	Pontell, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1804	Pookong, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1805	Pool, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1806	Poot, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1807	Popp, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1808	Portes, A	11.00	0.00	0.00	0.00	0.00	0.00	0
1809	Portnov, B	0.00	0.00	1.00	0.00	0.00	0.00	0
1810	Poston, D	6.00	0.00	0.00	0.00	0.00	0.00	0
1811	Poulain, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1812	Poussin, E	0.00	0.00	1.00	0.00	0.00	0.00	0
1813	Powers, M	7.00	0.00	0.00	0.00	0.00	0.00	0
1814	Poyago-Theotoky, J	0.00	0.00	1.00	0.00	0.00	0.00	0
1815	Pozzetta, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1816	Praag, P	0.00	0.00	1.00	0.00	0.00	0.00	0
1817	Prago, A	1.00	0.00	0.00	0.00	0.00	0.00	0
1818	Premi, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1819	Pressat, R	0.00	1.00	0.00	0.00	0.00	0.00	0
1820	Preston, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1821	Price, C	7.00	1.00	2.00	0.00	0.00	0.00	1
1822	Price, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1823	Prothero, R	5.00	0.00	0.00	0.00	0.00	0.00	0
1824	Provinzano, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1825	Prpic, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1826	Pryor, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1827	Pryor, R	2.00	0.00	0.00	0.00	0.00	0.00	0
1828	Purcell, J	0.00	0.00	2.00	0.00	1.00	0.00	0
1829	Putnam, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1830	Putnis, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1831	Putten, V.D., A	0.00	1.00	0.00	0.00	0.00	0.00	0
1832	Qiu, Y	0.00	0.00	1.00	0.00	0.00	0.00	0
1833	Qualey, C	5.00	0.00	0.00	0.00	0.00	0.00	0
1834	Quezada, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1835	Raczynski, D	1.00	0.00	0.00	0.00	0.00	0.00	0
1836	Radcliffe, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1837	Radspieler, T	0.00	3.00	0.00	0.00	0.00	0.00	0
1838	Ram, B	0.00	0.00	1.00	0.00	0.00	0.00	0
1839	Rama, C	0.00	0.00	1.00	0.00	0.00	0.00	0
1840	Ramacciotti, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1841	Ramasundaram, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1842	Ramiro, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1843	Ramos, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1844	Ramos, H	0.00	0.00	1.00	0.00	0.00	0.00	0
1845	Rangan, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1846	Ranney, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1847	Rao, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1848	Rath, J	6.00	0.00	1.00	0.00	0.00	0.00	1
1849	Rayman, R	1.00	0.00	1.00	0.00	0.00	0.00	1
1850	Razin, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1851	Redkey, E	2.00	0.00	0.00	0.00	0.00	0.00	0
1852	Rees, E	0.00	1.00	0.00	0.00	0.00	0.00	0
1853	Rees, T	1.00	0.00	0.00	0.00	0.00	0.00	0
1854	Rees-Powell, A	0.00	0.00	1.00	0.00	0.00	0.00	0
1855	Regets, M	2.00	0.00	0.00	0.00	0.00	0.00	0
1856	Reichert, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1857	Reid, I	0.00	1.00	0.00	0.00	0.00	0.00	0
1858	Reimers, D	7.00	0.00	0.00	0.00	0.00	0.00	0
1859	Reis, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1860	Reisberg, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1861	Reitz, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1862	Remp	0.00	1.00	0.00	0.00	0.00	0.00	0
1863	Reniers, G	0.00	0.00	1.00	0.00	0.00	0.00	0
1864	Renkiewicz, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1865	Reschly, S	1.00	0.00	0.00	0.00	0.00	0.00	0
1866	Retherford, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1867	Reubens, E	5.00	0.00	0.00	0.00	0.00	0.00	0
1868	Reviewer, G	1.00	0.00	0.00	0.00	0.00	0.00	0
1869	Rex, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1870	Reyneri, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1871	Rhoades, R	3.00	0.00	0.00	0.00	0.00	0.00	0
1872	Rhoda, R	2.00	0.00	0.00	0.00	0.00	0.00	0
1873	Rhodes, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1874	Rhodes, E	2.00	0.00	0.00	0.00	0.00	0.00	0
1875	Richards, E	1.00	0.00	0.00	0.00	0.00	0.00	0
1876	Richards, P	0.00	0.00	1.00	0.00	0.00	0.00	0
1877	Richardson, A	3.00	3.00	2.00	0.00	0.00	0.00	1
1878	Richardson, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1879	Richmond, A	12.00	0.00	3.00	0.00	0.00	0.00	1
1880	Richter, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1881	Riddell, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1882	Riddle, L	0.00	0.00	1.00	0.00	0.00	0.00	0
1883	Riegelhaupt, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1884	Rinder, I	1.00	0.00	0.00	0.00	0.00	0.00	0
1885	Rindfuss, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1886	Rischin, M	1.00	0.00	0.00	0.00	0.00	0.00	0
1887	Rist, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1888	Rivera, J	2.00	0.00	0.00	0.00	0.00	0.00	0
1889	Robbins, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1890	Roberts, A	2.00	0.00	0.00	0.00	0.00	0.00	0
1891	Roberts, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1892	Roberts, K	1.00	0.00	0.00	0.00	0.00	0.00	0
1893	Robinson, N	0.00	0.00	1.00	0.00	0.00	0.00	0
1894	Robinson, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1895	Robolis, S	0.00	0.00	1.00	0.00	0.00	0.00	0
1896	Rocha-Trindade, M	3.00	0.00	0.00	0.00	0.00	0.00	0
1897	Roche, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1898	Rockett, I	1.00	0.00	3.00	0.00	0.00	0.00	1
1899	Rodino, P	2.00	0.00	0.00	0.00	0.00	0.00	0
1900	Rodriguez, N	3.00	0.00	0.00	0.00	0.00	0.00	0
1901	Roer-Strier, D	0.00	0.00	2.00	0.00	0.00	0.00	0
1902	Rogers, A	2.00	0.00	0.00	0.00	0.00	0.00	0
1903	Rogers, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1904	Rogers, R	4.00	0.00	1.00	0.00	0.00	0.00	1
1905	Rogers, T	3.00	0.00	5.00	0.00	0.00	0.00	1
1906	Rogg, E	8.00	0.00	0.00	0.00	0.00	0.00	0
1907	Rogge, J	5.00	0.00	0.00	0.00	0.00	0.00	0
1908	Rogler, L	2.00	0.00	0.00	0.00	0.00	0.00	0
1909	Rolle, A	10.00	0.00	0.00	0.00	0.00	0.00	0
1910	Rollwagen, J	1.00	0.00	0.00	0.00	0.00	0.00	0
1911	Romanofsky, P	2.00	0.00	0.00	0.00	0.00	0.00	0
1912	Romo, H	2.00	0.00	0.00	0.00	0.00	0.00	0
1913	Roof, M	0.00	1.00	0.00	0.00	0.00	1.00	0
1914	Roof, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1915	Root, B	1.00	0.00	0.00	0.00	0.00	0.00	0
1916	Rose, H	1.00	0.00	0.00	0.00	0.00	0.00	0
1917	Rose, P	14.00	0.00	0.00	0.00	0.00	0.00	0
1918	Rosen, M	0.00	0.00	1.00	0.00	0.00	0.00	0
1919	Rosenfield, H	0.00	2.00	0.00	0.00	0.00	0.00	0
1920	Rosenstein, C	1.00	0.00	0.00	0.00	0.00	0.00	0
1921	Rosenthal-Urey, I	2.00	0.00	0.00	0.00	0.00	0.00	0
1922	Rosenwaike, I	2.00	0.00	0.00	0.00	0.00	0.00	0
1923	Rosenzweig, M	4.00	0.00	0.00	0.00	0.00	0.00	0
1924	Rosner, L	2.00	0.00	0.00	0.00	0.00	0.00	0
1925	Rosoli, G	4.00	0.00	0.00	0.00	0.00	0.00	0
1926	Ross, W	1.00	0.00	0.00	0.00	0.00	0.00	0
1927	Rossi, A	2.00	0.00	0.00	0.00	0.00	0.00	0
1928	Rothbart, R	1.00	0.00	0.00	0.00	0.00	0.00	0
1929	Rotondaro, F	1.00	0.00	0.00	0.00	0.00	0.00	0
1930	Roucek, J	14.00	0.00	0.00	0.00	0.00	0.00	0
1931	Rowland, R	2.00	0.00	0.00	0.00	0.00	0.00	0
1932	Roy, P	1.00	0.00	0.00	0.00	0.00	0.00	0
1933	Roy, W	1.00	0.00	0.00	0.00	0.00	0.00	0
